# path=square5
t,leg,leg_type,true_x,true_y,true_yaw,loc_x,loc_y,loc_yaw,glob_x,glob_y,glob_yaw,odom_x,odom_y,odom_yaw,cum_dist,cum_rot
1785541465.143,5,straight,-2.5898,4.9872,-3.11686,-2.5979,4.9452,-3.11686,nan,nan,nan,-2.5769,0.0551,0.38831,7.6521,3.16633
1785541465.393,5,straight,-2.6977,4.9845,-3.11686,-2.7014,4.9426,-3.11686,nan,nan,nan,-2.4769,0.0960,0.38831,7.7601,3.16633
1785541465.643,5,straight,-2.8147,4.9816,-3.11686,-2.8228,4.9396,-3.11686,nan,nan,nan,-2.3686,0.1403,0.38831,7.8771,3.16633
1785541465.893,5,straight,-2.9227,4.9789,-3.11686,-2.9263,4.9370,-3.11686,nan,nan,nan,-2.2687,0.1812,0.38831,7.9851,3.16633
1785541466.143,5,straight,-3.0396,4.9760,-3.11686,-3.0478,4.9340,-3.11686,nan,nan,nan,-2.1604,0.2255,0.38831,8.1021,3.16633
1785541466.393,5,straight,-3.1476,4.9734,-3.11686,-3.1512,4.9315,-3.11686,nan,nan,nan,-2.0604,0.2664,0.38831,8.2101,3.16633
1785541466.643,5,straight,-3.2646,4.9705,-3.11686,-3.2727,4.9285,-3.11686,nan,nan,nan,-1.9521,0.3107,0.38831,8.3271,3.16633
1785541466.893,5,straight,-3.3725,4.9678,-3.11686,-3.3762,4.9259,-3.11686,nan,nan,nan,-1.8522,0.3516,0.38831,8.4351,3.16633
1785541467.143,5,straight,-3.4895,4.9649,-3.11686,-3.4976,4.9229,-3.11686,nan,nan,nan,-1.7439,0.3959,0.38831,8.5521,3.16633
1785541467.393,5,straight,-3.5975,4.9622,-3.11686,-3.6011,4.9204,-3.11686,nan,nan,nan,-1.6439,0.4368,0.38831,8.6601,3.16633
1785541467.643,5,straight,-3.7144,4.9594,-3.11686,-3.7226,4.9173,-3.11686,nan,nan,nan,-1.5356,0.4811,0.38831,8.7771,3.16633
1785541467.893,5,straight,-3.8224,4.9567,-3.11686,-3.8260,4.9148,-3.11686,nan,nan,nan,-1.4357,0.5220,0.38831,8.8851,3.16633
1785541468.143,5,straight,-3.9394,4.9538,-3.11686,-3.9475,4.9118,-3.11686,nan,nan,nan,-1.3274,0.5663,0.38831,9.0021,3.16633
1785541468.393,5,straight,-4.0473,4.9511,-3.11686,-4.0510,4.9092,-3.11686,nan,nan,nan,-1.2274,0.6072,0.38831,9.1101,3.16633
1785541468.643,5,straight,-4.1643,4.9482,-3.11686,-4.1724,4.9062,-3.11686,nan,nan,nan,-1.1191,0.6515,0.38831,9.2271,3.16633
1785541468.893,5,straight,-4.2723,4.9456,-3.11686,-4.2759,4.9037,-3.11686,nan,nan,nan,-1.0192,0.6923,0.38831,9.3351,3.16633
1785541469.143,5,straight,-4.3892,4.9427,-3.11686,-4.3973,4.9007,-3.11686,nan,nan,nan,-0.9109,0.7366,0.38831,9.4521,3.16633
1785541469.393,5,straight,-4.4972,4.9400,-3.11686,-4.5008,4.8981,-3.11686,nan,nan,nan,-0.8109,0.7775,0.38831,9.5601,3.16633
1785541469.643,5,straight,-4.6142,4.9371,-3.11686,-4.6223,4.8951,-3.11686,nan,nan,nan,-0.7026,0.8218,0.38831,9.6771,3.16633
1785541469.893,5,straight,-4.7221,4.9344,-3.11686,-4.7257,4.8925,-3.11686,nan,nan,nan,-0.6027,0.8627,0.38831,9.7851,3.16633
1785541470.143,5,straight,-4.8391,4.9315,-3.11686,-4.8472,4.8895,-3.11686,nan,nan,nan,-0.4944,0.9070,0.38831,9.9021,3.16633
1785541470.393,5,straight,-4.9471,4.9289,-3.11686,-4.9507,4.8870,-3.11686,nan,nan,nan,-0.3944,0.9479,0.38831,10.0101,3.16633
1785541470.645,6,pause,-5.0640,4.9260,-3.11686,-5.0721,4.8840,-3.11686,nan,nan,nan,-0.2862,0.9922,0.38831,10.1271,3.16633
1785541470.893,6,pause,-5.0772,4.9259,-3.11688,-5.0766,4.8838,-3.11688,nan,nan,nan,-0.2845,0.9929,0.38831,10.1403,3.16635
1785541471.143,6,pause,-5.0772,4.9259,-3.11688,-5.0766,4.8838,-3.11688,nan,nan,nan,-0.2845,0.9929,0.38831,10.1403,3.16635
1785541471.393,6,pause,-5.0772,4.9259,-3.11688,-5.0766,4.8838,-3.11688,nan,nan,nan,-0.2845,0.9929,0.38831,10.1403,3.16635
1785541471.643,6,pause,-5.0772,4.9259,-3.11688,-5.0766,4.8838,-3.11688,nan,nan,nan,-0.2845,0.9929,0.38831,10.1403,3.16635
1785541471.893,6,pause,-5.0772,4.9259,-3.11688,-5.0766,4.8838,-3.11688,nan,nan,nan,-0.2845,0.9929,0.38831,10.1403,3.16635
1785541472.143,6,pause,-5.0772,4.9259,-3.11688,-5.0766,4.8838,-3.11688,nan,nan,nan,-0.2845,0.9929,0.38831,10.1403,3.16635
